time_period,name,price_per_night,url
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,102 CHF,https://www.airbnb.com/rooms/1271657823442915813?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766626_P3xI74j5ZEYo2xA1&previous_page_section_name=1000&federated_search_id=a526de7d-9763-4046-9ea2-418112160193
2025-10-09 bis 2025-10-19,Tiny House in Waldkirch,104 CHF,https://www.airbnb.com/rooms/714233868376763072?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766626_P3-GCSpnn8q3dMpu&previous_page_section_name=1000&federated_search_id=a526de7d-9763-4046-9ea2-418112160193
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,90 CHF,https://www.airbnb.com/rooms/39434917?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=956561207&source_impression_id=p3_1742766626_P3yqVSQC1qkr1xhq&previous_page_section_name=1000&federated_search_id=a526de7d-9763-4046-9ea2-418112160193
2025-10-09 bis 2025-10-19,Wohnung in Herisau,97 CHF,https://www.airbnb.com/rooms/709182313635067238?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766639_P3XYX1FHZhEvBwfQ&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,109 CHF,https://www.airbnb.com/rooms/1323013791740348108?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3HGNMbMlbFdpM27&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,77 CHF,https://www.airbnb.com/rooms/20937274?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=372810159&source_impression_id=p3_1742766640_P3Wvl-PEFmRBwfSM&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,54 CHF,https://www.airbnb.com/rooms/42620358?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=978322681&source_impression_id=p3_1742766640_P3r7Rjd85AOrvVEr&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Wohnung in Waldkirch,96 CHF,https://www.airbnb.com/rooms/41261284?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3Ri-vJH8BrlCTrg&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Ferienunterkunft in Schlatt-Haslen,106 CHF,https://www.airbnb.com/rooms/21207643?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3dFplztampx0RNR&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Bauernhof in Steinach,101 CHF,https://www.airbnb.com/rooms/1140941849347033944?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P308xUZf-3ZjYTxO&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,251 CHF,https://www.airbnb.com/rooms/638220511211963718?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P31SJm9xzy8t1xUe&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Zimmer in Rehetobel,49 CHF,https://www.airbnb.com/rooms/41950840?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=959959915&source_impression_id=p3_1742766640_P3g3qYa_Up-RqY2m&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Bungalow in Niederteufen,130 CHF,https://www.airbnb.com/rooms/668625351086481944?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P34t9tcmU8_gFSZb&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Eigentumswohnung in Rorschach,171 CHF,https://www.airbnb.com/rooms/1060397090656689268?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3q5hk-oov90GGlZ&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,54 CHF,https://www.airbnb.com/rooms/25095257?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=508945599&source_impression_id=p3_1742766640_P3MY-XElmivAuWyL&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Unterkunft in St. Gallen,95 CHF,https://www.airbnb.com/rooms/22029786?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3pmDejUbK9iWXUs&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Wohnung in Arbon,190 CHF,https://www.airbnb.com/rooms/1214381443259241629?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3Tn5i45ZXC8PPOh&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Wohnung in Thal,162 CHF,https://www.airbnb.com/rooms/1366426849346070354?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3rRPnTkz9mp03Y9&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Gemeinsames Zimmer in St. Gallen,40 CHF,https://www.airbnb.com/rooms/1085871688677326134?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3hfvhLdAnZiph2G&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,119 CHF,https://www.airbnb.com/rooms/22469139?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3AOvbl40IZ54WJT&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Gästehaus in St. Gallen,118 CHF,https://www.airbnb.com/rooms/45795688?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766640_P3WzPtGb3JCLgwnG&previous_page_section_name=1000&federated_search_id=301a21f3-018d-49a5-880d-c3b760f6d9da
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,207 CHF,https://www.airbnb.com/rooms/1280932025399837362?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3hgZCmr17z3qcKM&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Eigentumswohnung in St. Gallen,203 CHF,https://www.airbnb.com/rooms/1230147436883884784?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3ZwsP0GtczU-5mu&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,187 CHF,https://www.airbnb.com/rooms/34164018?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3ODtsg7-Gv_fyDR&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Zimmer in Wittenbach,38 CHF,https://www.airbnb.com/rooms/1125797462650471378?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1874371840&source_impression_id=p3_1742766653_P3Azwm3gar40yN-w&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Zimmer in Herisau,48 CHF,https://www.airbnb.com/rooms/36876332?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=811569625&source_impression_id=p3_1742766653_P3s69zW-f78KSPnP&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,80 CHF,https://www.airbnb.com/rooms/1374582409968593385?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P33CeRTatYoBMyIN&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Blockhütte in Altstätten,115 CHF,https://www.airbnb.com/rooms/35537281?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3bU1mFOy5QBiuyb&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Zimmer in Heiden,96 CHF,https://www.airbnb.com/rooms/49139740?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1831447322&source_impression_id=p3_1742766653_P3uA0Rm4cu5JTEAK&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Privatunterkunft in Bühler,116 CHF,https://www.airbnb.com/rooms/856936169926329137?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P383g46NpuCMnhTR&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Loft in Gais,69 CHF,https://www.airbnb.com/rooms/44001489?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3K6s7nnmN4WJS6s&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,133 CHF,https://www.airbnb.com/rooms/1166633516889674860?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3kgAaLq6YNZleQe&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Eigentumswohnung in Gossau,127 CHF,https://www.airbnb.com/rooms/659216252477783109?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3YHGIqCUXMFt50h&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,46 CHF,https://www.airbnb.com/rooms/27572098?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=555263690&source_impression_id=p3_1742766653_P33_v09zhZSBgyIJ&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Unterkunft in St. Gallen,86 CHF,https://www.airbnb.com/rooms/22463812?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3EcENwN5joEer1m&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Wohnung in Heiden,89 CHF,https://www.airbnb.com/rooms/18610865?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3nv92Cslx-TPsDw&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Zimmer in Herisau,66 CHF,https://www.airbnb.com/rooms/25358802?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1057611759&source_impression_id=p3_1742766653_P3xH4F-VZbV_Igjd&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,188 CHF,https://www.airbnb.com/rooms/1379933544568619512?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3DfCLCByLToqpGU&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,158 CHF,https://www.airbnb.com/rooms/1379957759830373868?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766653_P3NWpISI41ACS255&previous_page_section_name=1000&federated_search_id=185195a8-755d-4435-a03d-faaae3fedaa4
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,386 CHF,https://www.airbnb.com/rooms/23339282?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766666_P3-4tXG4wPCaqQsJ&previous_page_section_name=1000&federated_search_id=39a3abcb-221e-4a54-a53c-d0bc8ba4f54b
2025-10-09 bis 2025-10-19,Wohnung in Thal,108 CHF,https://www.airbnb.com/rooms/41358973?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766666_P3O7NZGB-HFoGNHL&previous_page_section_name=1000&federated_search_id=39a3abcb-221e-4a54-a53c-d0bc8ba4f54b
2025-10-09 bis 2025-10-19,Wohnung in St. Gallen,196 CHF,https://www.airbnb.com/rooms/20826839?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766666_P3EVpVAvNuH5qQO6&previous_page_section_name=1000&federated_search_id=39a3abcb-221e-4a54-a53c-d0bc8ba4f54b
2025-10-09 bis 2025-10-19,Wohnung in Heiden,84 CHF,https://www.airbnb.com/rooms/1023995351985106951?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766666_P3HfMmiFWFMvd1RK&previous_page_section_name=1000&federated_search_id=39a3abcb-221e-4a54-a53c-d0bc8ba4f54b
2025-10-09 bis 2025-10-19,Eigentumswohnung in St. Gallen,203 CHF,https://www.airbnb.com/rooms/1230144744532404398?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&source_impression_id=p3_1742766666_P3FvA4N49R73B5UX&previous_page_section_name=1000&federated_search_id=39a3abcb-221e-4a54-a53c-d0bc8ba4f54b
2025-10-09 bis 2025-10-19,Zimmer in St. Gallen,51 CHF,https://www.airbnb.com/rooms/27068229?check_in=2025-10-09&check_out=2025-10-19&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=837652346&source_impression_id=p3_1742766666_P3cemnEmXW6xtDMB&previous_page_section_name=1000&federated_search_id=39a3abcb-221e-4a54-a53c-d0bc8ba4f54b
