bundesland;partei;listenplatz;nachname;vorname;beruf;geburtsjahr;wahlkreis_name;wahlkreis_nummer;Gender
Saarland;Tierschutzpartei;1;Hacket;Hans Josef;selbständig;1960;;;male
Saarland;Tierschutzpartei;2;Bauer;Doris;Rentnerin;1956;;;female
Saarland;Tierschutzpartei;3;Lauer-Zimmermann;Sandra;Sozialversicherungsangestellte;1971;;;female
Saarland;Freie Wähler;1;Kammer;Uwe Andreas;Berufsoffizier a. D., staatl. gepr. Techniker;1966;;;male
Saarland;Freie Wähler;2;Posse;Brandon Lee;freier Fotograf;1997;;;male
Saarland;Freie Wähler;3;Schlote;Uwe;Kaufmann, Unternehmer;1963;Saarbrücken;296;male
Saarland;Freie Wähler;4;Kammerer;Axel Christopher;Unternehmer;1969;Homburg;299;male
Saarland;Freie Wähler;5;Brenner;Michael Christian;Sales Manager;1968;;;male
Saarland;Freie Wähler;6;Weber;Stefanie;Sicherheitsfachkraft i. R.;1962;;;female
Saarland;Freie Wähler;7;Ames;Alexandra;Rentnerin;1978;;;female
Saarland;Freie Wähler;8;Hoffmann;Klaus;TV-Produzent, Sportmanager;1963;Saarlouis;297;male
Saarland;Freie Wähler;9;Emser;Michael Ernst;Industriemechaniker;1968;;;male
Saarland;Freie Wähler;10;Lang-Posse;Michelle Monique;Hausfrau;1997;;;female
Saarland;Freie Wähler;11;Willnat;Martin;Saalchef staatliche Spielbank;1969;;;male
Saarland;Freie Wähler;12;Schmitt;Michael Josef;Bau- und Landmaschinenmechanikermeister;1987;St. Wendel;298;male
Saarland;Freie Wähler;13;da Silva Borges;Willi;freier Journalist;1958;;;male
Saarland;Freie Wähler;14;Naumann;Tobias;kaufm. Assistent;1991;;;male
Saarland;Freie Wähler;15;Wilkin;Jonathan Raimund;Kaufmann im Einzelhandel;1996;;;male
Saarland;Volt;1;Gerhardt;Klara;Schülerin;2007;;;female
Saarland;Volt;2;Jungbär;Tobias;Lehrer;1989;;;male
Saarland;Volt;3;Rieth;Denise;Dipl.-Juristin;1995;;;female
Saarland;Volt;4;Klein;Alexander;Maschinenbediener;1987;;;male
Saarland;Volt;5;Ferlisi;Tina;Eingliederungshilfe;1989;;;female
Saarland;Volt;6;Mohr;Sebastian;Schüler;2004;;;male
Saarland;Volt;7;Hoffmann;Alexandra;Consultant;1994;;;female
Saarland;Volt;8;Hoffmann;Erik;Projektmanager;1996;;;male
Saarland;Volt;9;Lipp;Nils Peter;Softwareentwickler;1993;;;male
Saarland;Volt;10;Kremp;Oliver Patrick;Büroleiter;1978;;;male
Saarland;Volt;11;Werth;Nico;Student;1998;;;male
Saarland;PIRATEN;1;Gier;Holger Rainer;juristischer Referent;1983;;;male
Saarland;PIRATEN;2;Petermann;Ralf;Schulleiter;1968;;;male
Saarland;PIRATEN;3;Ehses;Kai;Sozialpädagoge;1993;;;male
Saarland;PIRATEN;4;Götzinger;Rolf Hans;Depeschen- und Paketfahrer;1984;;;male
Saarland;PIRATEN;5;Beck;Sebastian;Auszubildender;2003;;;male
Saarland;MLPD;1;Tickert;Rolf Paul Johannes;Arzt;1955;Saarbrücken;296;male
Saarland;MLPD;2;Hentschel;Sebastian Shawn Werner;techn. Angestellter;1993;;;male
Saarland;MLPD;3;Fricker;Sabine;Feldenkrais-Pädagogin;1957;;;female
Saarland;BÜNDNIS DEUTSCHLAND;1;Burkart;Steven Michael;Finanzberater;1980;;;male
Saarland;BÜNDNIS DEUTSCHLAND;2;Eyer;Armin Wolfgang;Assessor;1960;;;male
Saarland;BÜNDNIS DEUTSCHLAND;3;Eschenbach;Heinrich;selbständig;1971;;;male
Saarland;BÜNDNIS DEUTSCHLAND;4;Schumacher;Stefan;kaufm. Angestellter;1982;;;male
Saarland;GRÜNE;1;Dillschneider;Jeanne Marie Aline;Rechtsanwältin;1995;Saarbrücken;296;female
Saarland;GRÜNE;2;Morbe;Volker Manfred;Schulleiter;1969;Saarlouis;297;male
Saarland;GRÜNE;3;Klein-Braun;Barbara Anna Maria;Gymnasiallehrerin i. R.;1955;;;female
Saarland;GRÜNE;4;Zachow;Hanko;Lehrer;1968;;;male
Saarland;GRÜNE;5;De Marino;Carolin;Lehrerin;1992;Homburg;299;female
Saarland;GRÜNE;6;Albuzat;Christian Bernhard Endy;Industrieelektroniker;1992;;;male
Saarland;BSW;1;Kany;Désirée Annabell;Lehrerin;1993;;;female
Saarland;BSW;2;Sprötge;Sascha Rudolf;Informatikkaufmann;1969;;;male
Saarland;BSW;3;Wagner;Jean-Luc Gilbert;Student;2005;;;male
Saarland;BSW;4;Acar;Reber Diljar;Versicherungskaufmann;1993;;;male
Saarland;BSW;5;Kalweit;Andrea Inge;Bankkauffrau;1969;;;female
Sachsen-Anhalt;SPD;1;Dr. Klose;Katja;Ministerin;1976;Magdeburg;69;female
Sachsen-Anhalt;SPD;2;Stach;Falko;MdL, Wirtschaftswissenschaftler;1967;Börde – Jerichower Land;68;male
Sachsen-Anhalt;SPD;1;Kröber;Martin;Mitglied des Deutschen Bundestages;1992;Magdeburg;69;male
Sachsen-Anhalt;SPD;2;Dr. Kersten;Franziska;MdB, Tierärztin;1968;Börde – Salzlandkreis;67;female
Sachsen-Anhalt;SPD;3;Eigendorf;Eric;Jurist;1991;Halle;71;male
Sachsen-Anhalt;SPD;4;Bäse;Diana;Dipl.-Soziologin;1984;Anhalt – Dessau – Wittenberg;70;female
Sachsen-Anhalt;SPD;5;Dr. Wollmann;Herbert;MdB, Arzt;1951;Altmark – Jerichower Land;66;male
Sachsen-Anhalt;SPD;6;Pietschmann;Aick;Chemikant;1987;Mansfeld;73;male
Sachsen-Anhalt;SPD;7;Fahrtmann;Florian;Geschäftsführer;1983;Harz;68;male
Sachsen-Anhalt;SPD;8;Steigleder;Norman;Fluggerätemechaniker;1979;Burgenland – Saalekreis;72;male
Sachsen-Anhalt;CDU;1;Müller;Sepp;MdB, Bankkaufmann;1989;Anhalt – Dessau – Wittenberg;70;male
Sachsen-Anhalt;CDU;2;Stier;Dieter;MdB, Dipl.-Agraringenieur;1964;Burgenland – Saalekreis;72;male
Sachsen-Anhalt;CDU;3;Aeikens;Anna Elisabeth Christine Sophie;selbständig;1998;Börde – Salzlandkreis;67;female
Sachsen-Anhalt;CDU;4;Sorge;Tino;MdB, Rechtsanwalt;1975;Magdeburg;69;male
Sachsen-Anhalt;CDU;5;Bernstiel;Christoph;Kommunikationsberater;1984;Halle;71;male
Sachsen-Anhalt;CDU;6;Pusch;Artjom;Wirtschaftsingenieur;1987;Harz;68;male
Sachsen-Anhalt;CDU;7;Wyszkowski;Frank;Hoteldirektor;1987;Mansfeld;73;male
Sachsen-Anhalt;CDU;8;Weber;Gerry;Geschäftsführer, Unternehmer;1969;Altmark – Jerichower Land;66;male
Sachsen-Anhalt;CDU;9;Schmidt;Claudia Freia;Wissenschaftsreferentin;1980;;;female
Sachsen-Anhalt;CDU;10;Middendorf;Stefanie;Mitarbeiterin Presse- und Öffentlichkeitsarbeit, Marketing;1981;;;female
Sachsen-Anhalt;CDU;11;Hellwig;Vivien Theresa;Auszubildende zur Steuerfachangestellten;2000;;;female
Sachsen-Anhalt;CDU;12;Braunsberger-Reinhold;Karolin;Projektmanagerin;1986;;;female
Sachsen-Anhalt;AfD;1;Reichardt;Martin;MdB, Dipl.-Pädagoge;1969;Burgenland – Saalekreis;72;male
Sachsen-Anhalt;AfD;2;Schmidt;Jan Wenzel;MdB, Handelsfachwirt;1991;Börde – Salzlandkreis;67;male
Sachsen-Anhalt;AfD;3;Rau;Phillipp-Anders;Büroangestellter;1983;;;male
Sachsen-Anhalt;AfD;4;Korell;Thomas;MdL, Dachdecker;1983;Altmark – Jerichower Land;66;male
Sachsen-Anhalt;AfD;5;Weiss;Claudia;Referentin Gesundheit und Soziales;1975;Magdeburg;69;female
Sachsen-Anhalt;AfD;6;Titze;Anna-Lena;Verwaltungsfachangestellte;2003;;;female
Sachsen-Anhalt;AfD;7;Dr. Graudin;Andreas Rudolf;Jurist;1965;;;male
Sachsen-Anhalt;AfD;8;Reichenbach;Nils;Immobilienmakler;1977;;;male
Sachsen-Anhalt;AfD;9;Mildt;Thomas;Ergotherapeut;1967;;;male
Sachsen-Anhalt;AfD;10;Kämpfert;Michaela;Facharbeiterin Fleisch- und Wurstwarenverarbeitung;1972;;;female
Sachsen-Anhalt;Die Linke;1;Böttger;Janina;Europäische Dipl.-Verwaltungsmanagerin;1982;Halle;71;female
Sachsen-Anhalt;Die Linke;2;Schliesing;David;Audioredakteur;1983;Börde – Salzlandkreis;67;male
Sachsen-Anhalt;Die Linke;3;Lüttich;Nadja;Bildungswissenschaftlerin;1974;Altmark – Jerichower Land;66;female
Sachsen-Anhalt;Die Linke;4;Dr. Lippmann;Karsten;Historiker;1978;Harz;68;male
Sachsen-Anhalt;Die Linke;5;Hainich;Doreen;Beamtin;1967;Anhalt – Dessau – Wittenberg;70;female
Sachsen-Anhalt;Die Linke;6;Jannack;Dennis;Angestellter;1974;Magdeburg;69;male
Sachsen-Anhalt;Die Linke;7;Hartenstein-Wiermann;Gitta-Susann;Kulturwissenschaftlerin (M. A.);1976;;;female
Sachsen-Anhalt;Die Linke;8;Scholz;Michael;Kommunikationselektroniker;1974;Burgenland – Saalekreis;72;male
Sachsen-Anhalt;FDP;1;Dr. Faber;Marcus;Dipl.-Politikwissenschaftler;1984;Altmark – Jerichower Land;66;male
Sachsen-Anhalt;FDP;2;Eichelmann;Moritz;Student;2004;Burgenland – Saalekreis;72;male
Sachsen-Anhalt;FDP;3;Fliß;Henning Konrad;Master of Business Administration;1978;Anhalt – Dessau – Wittenberg;70;male
Sachsen-Anhalt;FDP;4;Mark;Yana;Juristin;1989;Halle;71;female
Sachsen-Anhalt;FDP;5;Schneider;Amy;Studentin;2000;Börde – Salzlandkreis;67;female
Sachsen-Anhalt;FDP;6;Czekanowski;Jan;Dipl.-Kaufmann;1974;Mansfeld;73;male
Sachsen-Anhalt;FDP;7;Mothes;Thomas Dietmar;Handwerksmeister;1988;;;male
Sachsen-Anhalt;FDP;8;Neubauer;Robin Kai Pascal;Justizfachwirt;1998;Magdeburg;69;male
Sachsen-Anhalt;FDP;9;Schröder;Max Henrik;dualer Student, Kreisinspektoranwärter;2005;Harz;68;male
Sachsen-Anhalt;GRÜNE;1;Lemke;Steffi;Bundesministerin;1968;Anhalt – Dessau – Wittenberg;70;female
Sachsen-Anhalt;GRÜNE;2;Salis;Jan Luca Samuel;Student;2001;Halle;71;male
Sachsen-Anhalt;GRÜNE;3;Zeller;Miriam Bettina;Lehrerin;1990;Altmark – Jerichower Land;66;female
Sachsen-Anhalt;GRÜNE;4;Dittmann;Peter;Maschinenbauingenieur;1987;Magdeburg;69;male
Sachsen-Anhalt;GRÜNE;5;Grub;Kathrin;Dipl.-Finanzwirtin (FH);1975;Harz;68;female
Sachsen-Anhalt;GRÜNE;6;Beckmann;Marco;Student;1988;Mansfeld;73;male
Sachsen-Anhalt;GRÜNE;7;Bauer;Sandra;Angestellte im öffentlichen Dienst;1983;Börde – Salzlandkreis;67;female
Sachsen-Anhalt;GRÜNE;8;Kames;Eva Ingrid;Krankenhaus-Seelsorgerin;1992;;;female
Sachsen-Anhalt;Freie Wähler;1;Kadzimirsz;Falko;Angestellter;1972;Halle;71;male
Sachsen-Anhalt;Freie Wähler;2;Weber;André;Fuhrparkdisponent;1988;Harz;68;male
Sachsen-Anhalt;Freie Wähler;3;Resch;Rebecca;selbst. Osteopathin;1987;Burgenland – Saalekreis;72;female
Sachsen-Anhalt;Freie Wähler;4;Dr. Mattheis;Maik;Technologievorstand;1963;Anhalt – Dessau – Wittenberg;70;male
Sachsen-Anhalt;Freie Wähler;5;Iser;Lisa Marie;Lokführerin;1975;;;female
Sachsen-Anhalt;Freie Wähler;6;Enders;Marcel;selbständig;1963;Mansfeld;73;male
Sachsen-Anhalt;Freie Wähler;7;Mallée;Marcel;Abteilungsleiter in der Automobilindustrie;1984;Magdeburg;69;male
Sachsen-Anhalt;Freie Wähler;8;Schneider;Ronny;IT-Systemadministrator;1982;Börde – Salzlandkreis;67;male
Sachsen-Anhalt;Freie Wähler;9;Tischmacher;Andreas;Versicherungskaufmann;1961;Altmark – Jerichower Land;66;male
Sachsen-Anhalt;Freie Wähler;10;Kullack;Maximilian;Kommunalbeamter;1999;;;male
Sachsen-Anhalt;Freie Wähler;11;Krümmel;Nils;Gastwirt;1964;;;male
Sachsen-Anhalt;Die PARTEI;1;Bochmann;Martin;Rentner;1974;;;male
Sachsen-Anhalt;Die PARTEI;2;Hannig;Jenny;arbeitslos;1992;;;female
Sachsen-Anhalt;Die PARTEI;3;Schulz;Leonie Sophie Xoey;Elektrohelferin;1999;;;female
Sachsen-Anhalt;Volt;1;Möwes;Catalina;Lehrerin;1982;;;female
Sachsen-Anhalt;Volt;2;Krems;Marcus;IT-Prozessberater;1990;;;male
Sachsen-Anhalt;Volt;3;Gärtner;Anita;Senior Referentin techn. Dokumentation;1977;;;female
Sachsen-Anhalt;MLPD;1;Wiegenstein;Daniel Alexander;Anlagenfahrer;1958;Magdeburg;69;male
Sachsen-Anhalt;MLPD;2;Kuske;Monika Beate;Verkäuferin;1957;;;female
Sachsen-Anhalt;MLPD;3;Mauson;Adrian Manuel;Logistik-Arbeiter;1992;Halle;71;male
Sachsen-Anhalt;MLPD;4;Oettler;Annette;Bürokauffrau;1973;;;female
Sachsen-Anhalt;MLPD;5;Oettler;Frank;Straßenbahnfahrer;1966;;;male
Sachsen-Anhalt;MLPD;6;Stöhr;Dagmar Christa;Lehrerin;1958;;;female
Sachsen-Anhalt;BÜNDNIS DEUTSCHLAND;1;Schreck;Kathrin;Lehrerin berufsbildende Schulen;1970;Harz;68;female
Sachsen-Anhalt;BÜNDNIS DEUTSCHLAND;2;Borgmann;Claudius;Dipl.-Wirtschaftsingenieur;1969;Magdeburg;69;male
Sachsen-Anhalt;BÜNDNIS DEUTSCHLAND;3;Laddey;Mario;Handwerksmeister;1973;Börde – Salzlandkreis;67;male
Sachsen-Anhalt;BÜNDNIS DEUTSCHLAND;4;Schröder;Martin;selbständig;1985;Halle;71;male
Sachsen-Anhalt;BÜNDNIS DEUTSCHLAND;5;Köhler-Babiak;Silvana;Rechtsanwältin;1966;;;female
Sachsen-Anhalt;BÜNDNIS DEUTSCHLAND;6;Weihrather;Gerhard;Software Engineer;1962;;;male
Sachsen-Anhalt;BSW;1;Dr. Lüders;Michael Andreas;Autor, Schriftsteller;1959;;;male
Sachsen-Anhalt;BSW;2;Dittrich;John Lucas;Werkstudent;2004;;;male
Sachsen-Anhalt;BSW;3;Wittig;Claudia;wissenschaftl. Mitarbeiterin;1983;;;female
Sachsen-Anhalt;BSW;4;Sander;Robert;Berufsschullehrer;1986;;;male
Sachsen-Anhalt;BSW;5;Dr. Winkelmann-Witkowsky;Sylvia;Orientarchäologe, Deutschlehrerin;1959;;;female
Sachsen-Anhalt;BSW;6;Schneider;Mandy;Dipl.-Sozialpädagoge;1982;;;female
Sachsen;SPD;1;Dulig;Martin;MdL, Staatsminister;1974;Dresden II;160;male
Sachsen;SPD;2;Dr. Schubert;Carolin;Staatsministerin;1983;Leipzig II;154;female
Sachsen;AfD;1;Chrupalla;Tino;MdB, Maler- und Lackierermeister;1975;Görlitz;156;male
Sachsen;AfD;2;Hilse;Karsten;MdB, Polizeibeamter;1964;Bautzen I;155;male
Sachsen;AfD;3;Bachmann;Carolin;MdB, Investmentfondskauffrau;1988;Mittelsachsen;160;female
Sachsen;AfD;4;Ladzinski;Thomas Max;Dipl.-Ing. Maschinenbau;1989;Dresden I;158;male
Sachsen;AfD;5;Kriegel;Christian;Ingenieurökonom;1956;Leipzig I;151;male
Sachsen;AfD;6;Dr. Gauland;Eberhardt Alexander;MdB, Volljurist;1941;Chemnitz;161;male
Sachsen;AfD;7;Janich;Steffen;MdB, Polizeibeamter a. D.;1971;Sächsische Schweiz-Osterzgebirge;157;male
Sachsen;AfD;8;Hütter;Carsten;MdL, selbst. Handwerksmeister;1964;;;male
Sachsen;AfD;9;Moosdorf;Matthias;MdB, Musiker;1965;Zwickau;164;male
Sachsen;AfD;10;Bochmann;René;MdB, Bürokaufmann;1969;Nordsachsen;150;male
Sachsen;AfD;11;Neumann;Christoph;Dipl.-Ing.-Pädagoge;1964;Leipzig II;152;male
Sachsen;AfD;12;Winter;Heike;Bibliothekarin, Unternehmerin;1962;;;female
Sachsen;AfD;13;Gottschalk;Frank Dirk;Betriebswirt;1985;;;male
Sachsen;AfD;14;Weiser;Mathias;kaufm. Leiter;1986;Vogtlandkreis;165;male
Sachsen;AfD;15;Dr. Waidmann;Stephan;Dipl.-Physiker;1967;;;male
Sachsen;AfD;16;Hein;René;Unternehmer;1965;;;male
Sachsen;SPD;1;Michel;Susanne Kathrin;Mitglied des Deutschen Bundestages;1963;Bautzen I;155;female
Sachsen;SPD;2;Mann;Holger;Mitglied des Deutschen Bundestages;1979;Leipzig I;151;male
Sachsen;SPD;3;Nasr;Rasha;Mitglied des Deutschen Bundestages;1992;Dresden I;158;female
Sachsen;SPD;4;Müller;Detlef;Lokomotivführer;1964;Chemnitz;161;male
Sachsen;SPD;5;Sthamer;Nadja;Mitglied des Deutschen Bundestages;1990;Leipzig II;152;female
Sachsen;SPD;6;Kasper;Carlos;Mitglied des Deutschen Bundestages;1994;Chemnitzer Umland – Erzgebirgskreis II;162;male
Sachsen;SPD;7;Mascheck;Franziska;Mitglied des Deutschen Bundestages;1979;Leipzig-Land;153;female
Sachsen;SPD;8;Funke;Fabian;Mitglied des Deutschen Bundestages;1997;Sächsische Schweiz-Osterzgebirge;157;male
Sachsen;SPD;9;Juraschka;Jens;Geschäftsführer;1974;Zwickau;164;male
Sachsen;SPD;10;Prause-Kosubek;Harald Holger;Angestellter;1971;Görlitz;156;male
Sachsen;SPD;11;Wittig;Heiko;Angestellter;1964;Nordsachsen;150;male
Sachsen;SPD;12;Dr. Heider;Silvio;Chemiker;1987;Erzgebirgskreis I;163;male
Sachsen;SPD;13;Weist;Leonhard Bernd;Freiwilligendienstleistender;2005;Meißen;154;male
Sachsen;SPD;14;Linke;Maik;Maurer- und Betonbauermeister;1996;Vogtlandkreis;165;male
Sachsen;CDU;1;Körber;Carsten;MdB, Betriebswirt;1979;Zwickau;164;male
Sachsen;CDU;2;Dr. Schenderlein;Christiane;Mitglied des Deutschen Bundestages;1981;Nordsachsen;150;female
Sachsen;CDU;3;Dr. Reichel;Markus Alexander;Dipl.-Mathematiker;1968;Dresden I;158;male
Sachsen;CDU;4;Lehmann;Jens;MdB, Erzieher;1967;Leipzig I;151;male
Sachsen;CDU;5;Seitz;Nora;Fleischermeisterin;1984;Chemnitz;161;female
Sachsen;CDU;6;Rohwer;Lars;MdB, Bankkaufmann;1972;Dresden II – Bautzen II;159;male
Sachsen;CDU;7;Oest;Florian;Betriebswirt, Jurist;1987;Görlitz;156;male
Sachsen;CDU;8;Pojar;Katrin Sophie;wissenschaftl. Mitarbeiterin;1985;Chemnitzer Umland – Erzgebirgskreis II;162;female
Sachsen;CDU;9;Darmstadt;Peter;Angestellter;1959;Sächsische Schweiz-Osterzgebirge;157;male
Sachsen;CDU;10;Wagner;Katharina;Prokurist;1971;;;female
Sachsen;CDU;11;Roschek;Steffen;Unternehmer;1972;Bautzen I;155;male
Sachsen;CDU;12;Krauß;Alexander Gerd;Politikwissenschaftler;1975;Erzgebirgskreis I;163;male
Sachsen;CDU;13;Elsner;Birgit;Verwaltungsfachangestellte;1984;;;female
Sachsen;CDU;14;Link;Dietmar;Geschäftsführer;1965;Leipzig II;152;male
Sachsen;CDU;15;Freifrau Spies von Büllesheim;Alexa;Betriebswirtin;1978;;;female
Sachsen;CDU;16;Reime;Titus;Geschäftsführer;1977;Meißen;154;male
Sachsen;CDU;17;Heuter;Jörg Gerd Werner;Kfz-Meister;1965;Leipzig-Land;153;male
Sachsen;CDU;18;Franzl;Stefanie;Juristin;1993;;;female
Sachsen;CDU;19;Haupt;Johann;Landwirt;1984;Mittelsachsen;160;male
Sachsen;CDU;20;Roth;Lenny;Auszubildender;2002;;;male
Sachsen;CDU;21;Diebler;Heike;Geschäftsführerin;1967;;;female
Sachsen;CDU;22;Otto;Gerald;Industriemeister Metall;1964;;;male
Sachsen;CDU;23;Meyer-Götz;Simone;Unternehmerin;1981;;;female
Sachsen;CDU;24;Schorch;Lennart;Bankbetriebswirt;1976;;;male
Sachsen;CDU;25;Buder;Anne;Oberschullehrerin;1993;;;female
Sachsen;CDU;26;Petersen;Klaus;Dipl.-Agraringenieur;1962;;;male
Sachsen;FDP;1;Herbst;Torsten;MdB, Dipl.-Kaufmann (FH);1973;Dresden I;158;male
Sachsen;FDP;2;Hartewig;Philipp;MdB, Rechtsanwalt;1994;Mittelsachsen;160;male
Sachsen;FDP;3;Harzer;Ulrike;Mitglied des Deutschen Bundestages;1968;Erzgebirgskreis I;163;female
Sachsen;FDP;4;Tippelt;Nico;Mitglied des Deutschen Bundestages;1967;Zwickau;164;male
Sachsen;FDP;5;Dr. Maaß;Anita;Bürgermeisterin;1976;Meißen;154;female
Sachsen;FDP;6;Frenzel;Laurenz;Auszubildender;2005;Nordsachsen;150;male
Sachsen;FDP;7;Schniebel;Dietrich Matthias;Dipl.-Ingenieur, selbst. Fachhändler;1973;Bautzen I;155;male
Sachsen;FDP;8;Einsle;Toralf;leitender Angestellter;1980;Görlitz;156;male
Sachsen;FDP;9;Hohlfeld;Nora;Rechtsanwaltsfachangestellte;2001;Sächsische Schweiz-Osterzgebirge;157;female
Sachsen;FDP;10;Wirth;Ralf-Peter;Arzt;1958;;;male
Sachsen;FDP;11;Grube;Norma;Schulleiterin;1983;Chemnitz;161;female
Sachsen;FDP;12;Horst;Benita;kaufm. Leiterin;1978;Dresden II – Bautzen II;159;female
Sachsen;FDP;13;Jess;Peter;Zimmerermeister;1980;Leipzig II;152;male
Sachsen;FDP;14;Bauer;Billy;Sicherheitsingenieur;1984;Chemnitzer Umland – Erzgebirgskreis II;162;male
Sachsen;FDP;15;Schnurre;Torsten;Sozialversicherungsfachangestellter;1983;Vogtlandkreis;165;male
Sachsen;Die Linke;1;Pellmann;Sören;Grundschullehrer;1977;Leipzig II;152;male
Sachsen;Die Linke;2;Lay;Caren Nicole;Mitglied des Deutschen Bundestages;1972;Bautzen I;155;female
Sachsen;Die Linke;3;Bünger;Clara Anne;Volljuristin;1986;Dresden II – Bautzen II;159;female
Sachsen;Die Linke;4;Salihović;Zada;Fachkauffrau Büromanagement;2000;;;female
Sachsen;Die Linke;5;Weichhold;Nicole;Tischlerin;1989;Mittelsachsen;160;female
Sachsen;Die Linke;6;Henning;Marten Richard;Lehrer;1996;Chemnitz;161;male
Sachsen;Die Linke;7;Treu;Nina;Politikwissenschaftlerin;1984;Leipzig I;151;female
Sachsen;Die Linke;8;Kretzschmar;Jens;Erzieher Jugend- und Heimerziehung;1973;Leipzig-Land;153;male
Sachsen;Die Linke;9;Wolf;Jennifer;Heilerziehungspflegerin;1990;Erzgebirgskreis I;163;female
Sachsen;Die Linke;10;Zwintzscher;Simon;Student;2005;Vogtlandkreis;165;male
Sachsen;Die Linke;11;Römer;Funda;Angestellte;1970;Dresden I;158;female
Sachsen;Die Linke;12;Saupe;Paul;Student;1996;;;male
Sachsen;Die Linke;13;Becker;Anna;Studentin;2000;;;female
Sachsen;Die Linke;14;Starcke;Jannik;Student;2004;;;male
Sachsen;Die Linke;15;Hamann;Jessica;Sozialarbeiterin;1991;Meißen;154;female
Sachsen;GRÜNE;1;Dr. Piechotta;Paula;Ärztin;1986;Leipzig II;152;female
Sachsen;GRÜNE;2;Saleh;Kassem Taher;MdB, Dipl.-Bauingenieur;1993;Dresden I;158;male
Sachsen;GRÜNE;3;Spellerberg;Merle;MdB, Studentin;1996;Dresden II – Bautzen II;159;female
Sachsen;GRÜNE;4;Herrmann;Bernhard;Dipl.-Ing. Wasserbau;1966;Chemnitzer Umland – Erzgebirgskreis II;162;male
Sachsen;GRÜNE;5;Hänel;Monique;Bürokauffrau, leitende Angestellte;1985;Görlitz;156;female
Sachsen;GRÜNE;6;Horlbeck;Olaf;Tischlermeister, Gestalter im Handwerk;1965;Vogtlandkreis;165;male
Sachsen;GRÜNE;7;Storz;Coretta;wissenschaftl. Mitarbeiterin;1986;;;female
Sachsen;GRÜNE;8;Béjaoui;Ahmed;Sozialarbeiter;1992;;;male
Sachsen;GRÜNE;9;Zierold;Ronja;Studentin;2005;;;female
Sachsen;GRÜNE;10;Schmidt;Frank;Dipl.-Verwaltungswirt (FH), Forstwirt;1982;Bautzen I;155;male
Sachsen;Freie Wähler;1;Weidinger;Thomas;Rechtsanwalt;1962;Leipzig I;151;male
Sachsen;Freie Wähler;2;Vogt;Madelaine;Dipl.-Sängerin;1977;;;female
Sachsen;Freie Wähler;3;Hösl;Stephan;Elektrotechniker;1966;;;male
Sachsen;Freie Wähler;4;Reinhardt;Anja;Rechtsfachwirtin;1973;;;female
Sachsen;Freie Wähler;5;Sontowski;Mark;techn. Betriebswirt IHK;1982;Mittelsachsen;160;male
Sachsen;Freie Wähler;6;Giebe;Jens;Servicetechniker;1969;Sächsische Schweiz-Osterzgebirge;157;male
Sachsen;Freie Wähler;7;Binner;Matthias;Qualitätsingenieur;1986;Leipzig II;152;male
Sachsen;Freie Wähler;8;Dr. Sünder;Bernhard;Unternehmer;1954;;;male
Sachsen;Freie Wähler;9;Hutschalik;Günter;Volljurist;1955;;;male
Sachsen;Freie Wähler;10;Busch;Alexander;Informatiker;1980;;;male
Sachsen;Freie Wähler;11;Weinlich;Peggy;selbständig;1982;;;female
Sachsen;Freie Wähler;12;Massi;Dirk Horst;selbständig;1959;;;male
Sachsen;Freie Wähler;13;Henker;Kevin;Verwaltungsfachwirt;1994;;;male
Sachsen;Freie Wähler;14;Weinlich;Matthias;selbständig;1975;;;male
Sachsen;Freie Wähler;15;Schäfer;Katja;Dipl.-Betriebswirtin (BA);1979;;;female
Sachsen;Freie Wähler;16;Schiefner;Ray;Metallbaumeister;1983;;;male
Sachsen;Freie Wähler;17;Tschirner;Lars;Bädermeister;1972;;;male
Sachsen;Tierschutzpartei;1;Dr. Zimmer;Peter;Tierarzt;1968;;;male
Sachsen;Tierschutzpartei;2;Mörseburg;Stephanie;Logopädin;1986;;;female
Sachsen;Tierschutzpartei;3;Mörseburg;Meik;Dipl.-Wirtschaftsinformatiker;1982;;;male
Sachsen;Tierschutzpartei;4;Müller;Sandro;Bürokaufmann;1976;;;male
Sachsen;Tierschutzpartei;5;Dawidowski;Kai;Softwareentwickler;1989;;;male
Sachsen;Tierschutzpartei;6;Romanowski;Gioia Anjuschka Valerie;Auszubildende;1994;;;female
Sachsen;Die PARTEI;1;Brock;Charlotte;Artistin;1994;;;female
Sachsen;Die PARTEI;2;Höfkes;Heike;Fachinformatikerin;1989;;;female
Sachsen;Die PARTEI;3;Bremer;Jule Beate;Steuerfachangestellte;2002;;;female
Sachsen;Die PARTEI;4;Buntrock;Melanie;Reinigungskraft;1982;Dresden II – Bautzen II;159;female
Sachsen;Die PARTEI;5;Müller;Christine;Clown;1994;;;female
Sachsen;Die PARTEI;6;Ebert;Freya;Lehrerin Oberschule;1995;;;female
Sachsen;Die PARTEI;7;Küchler;Sabine;Altenpflegefachkraft;1987;;;female
Sachsen;Die PARTEI;8;Subat;Katharina Christina;freie Redakteurin;1988;Leipzig I;151;female
Sachsen;Die PARTEI;9;Traubinger;Verena Agathe;Wissenschaftlerin;1992;;;female
Sachsen;Die PARTEI;10;Cedel;Sebastian;Spinner;1984;;;male
Sachsen;Die PARTEI;11;Hencker;Philipp;Bühnentechniker;1990;;;male
Sachsen;Die PARTEI;12;Nguyen;Tommy;Fahrradmonteur;1994;Chemnitz;161;male
